,ID,Gender,DOB,Lead_Creation_Date,City_Code,City_Category,Employer_Code,Employer_Category1,Employer_Category2,Monthly_Income,Customer_Existing_Primary_Bank_Code,Primary_Bank_Type,Contacted,Source,Source_Category,Existing_EMI,Loan_Amount,Loan_Period,Interest_Rate,EMI,Var1,Scores
17522,APPK20912321442,Male,26/08/73,16/08/16,C10003,A,COM0051109,A,4.0,3400.0,B002,P,Y,S133,B,0.0,50000.0,3.0,17.4,1375.0,7,0.83
17523,APPL10591128527,Female,11/01/82,16/08/16,C10001,A,COM0000206,B,4.0,5000.0,B001,P,Y,S122,B,0.0,30000.0,2.0,17.8,1494.0,10,0.21
17524,APPM60449261604,Male,01/07/79,16/08/16,C10016,B,COM0052992,A,4.0,1700.0,B017,G,Y,S133,C,0.0,25000.0,4.0,20.0,761.0,2,0.05
17525,APPN70054801727,Male,30/12/82,16/08/16,C10009,B,COM0043231,A,4.0,2620.0,B024,G,Y,S143,B,1000.0,31000.0,5.0,19.5,511.5,7,0.65
17526,APPO70874653834,Male,10/08/82,16/08/16,C10005,A,COM0035401,A,4.0,20000.0,B004,P,Y,S133,B,2000.0,20000.0,3.0,15.5,698.0,10,1.49
17527,APPQ60040752004,Male,21/03/78,16/08/16,C10003,A,COM0051192,B,4.0,10500.0,B009,G,Y,S161,B,3600.0,150000.0,5.0,15.0,2475.0,10,1.89
17528,APPR40276924121,Male,12/04/85,16/08/16,C10002,A,COM0000855,B,4.0,2230.0,B001,P,Y,S133,C,0.0,38000.0,4.0,14.2,1043.0,4,1.74
17529,APPT70052679335,Male,03/01/59,16/08/16,C10040,C,COM0018721,A,4.0,3500.0,B009,G,Y,S133,C,0.0,64000.0,4.0,20.0,1948.0,2,0.88
17530,APPU30561432447,Female,01/06/92,16/08/16,C10003,A,COM0033732,A,4.0,860.0,B001,P,N,S133,B,300.0,0.0,0.0,0.0,0.0,0,0.00
17531,APPV20991286507,Male,15/10/80,16/08/16,C10001,A,COM0000009,A,1.0,3330.0,B003,G,Y,S127,B,891.3,48000.0,4.0,17.2,990.0,10,1.79
17532,APPW40134006611,Male,27/07/84,16/08/16,C10457,C,COM0010193,A,4.0,4000.0,B003,G,Y,S122,B,0.0,50000.0,3.0,16.4,1375.0,7,0.91
17533,APPX50814039743,Female,16/01/95,16/08/16,C10003,A,COM0000505,A,4.0,1032.4,B002,P,N,S133,B,0.0,0.0,0.0,0.0,0.0,0,0.00
17534,APPZ30413992939,Female,22/01/89,16/08/16,C10002,A,COM0000002,C,1.0,5700.0,B001,P,N,S143,B,0.0,0.0,0.0,0.0,0.0,10,1.43
17535,APPA50162795015,Male,10/08/86,16/08/16,C10113,C,COM0000836,C,4.0,1900.0,B004,P,Y,S159,B,350.0,10000.0,3.0,21.7,275.0,2,0.03
17536,APPC10943888242,Male,03/03/73,16/08/16,C10002,A,COM0027428,A,4.0,10000.0,B031,G,Y,S133,B,0.0,80000.0,5.0,15.3,1320.0,10,1.58
17537,APPD10592749304,Male,22/04/87,16/08/16,C10020,A,COM0000018,A,1.0,4000.0,B008,G,Y,S122,C,0.0,79000.0,5.0,15.0,1303.5,10,0.43
17538,APPE50408228422,Male,23/10/92,16/08/16,C10003,A,COM0045355,A,4.0,1646.7,B001,P,Y,S133,B,0.0,10000.0,3.0,24.2,275.0,2,0.00
17539,APPF90995409538,Male,21/09/60,16/08/16,C10394,C,COM0032325,A,4.0,4700.0,B003,G,Y,S133,B,0.0,50000.0,5.0,16.1,825.0,7,8.46
17540,APPG90152462607,Male,11/07/87,16/08/16,C10002,A,COM0020182,A,4.0,2000.0,B004,P,Y,S159,B,500.0,10000.0,2.0,20.0,509.0,4,0.42
17541,APPH40606795711,Male,21/01/77,16/08/16,C10002,A,COM0015926,A,4.0,3300.0,B016,G,Y,S133,B,1000.0,30000.0,3.0,17.5,825.0,7,1.36
17543,APPJ70797648926,Female,21/03/71,16/08/16,C10005,A,COM0001669,B,4.0,2600.0,B004,P,N,S127,B,1200.0,0.0,0.0,0.0,0.0,0,0.15
17544,APPK20114983034,Female,21/01/78,16/08/16,C10002,A,COM0003030,A,4.0,1350.0,B023,G,N,S159,B,956.2,0.0,0.0,0.0,0.0,0,0.00
17545,APPL90309157127,Female,22/09/87,16/08/16,C10024,A,COM0001518,B,4.0,1550.0,B008,G,N,S133,C,0.0,0.0,0.0,0.0,0.0,0,0.00
17546,APPN80537077334,Female,10/12/87,16/08/16,C10005,A,COM0007582,A,4.0,3700.0,B004,P,N,S133,B,2000.0,0.0,0.0,0.0,0.0,0,0.98
17547,APPO70882287424,Male,16/10/85,16/08/16,C10001,A,COM0053256,A,4.0,4500.0,B002,P,Y,S133,B,0.0,10000.0,2.0,14.8,484.0,10,2.86
17548,APPP90689339527,Female,21/06/85,16/08/16,C10005,A,COM0000534,A,4.0,3200.0,B003,G,Y,S122,C,0.0,58000.0,4.0,19.0,1734.0,4,0.54
17549,APPQ40523793638,Male,07/11/82,16/08/16,C10005,A,COM0000490,C,4.0,3100.0,B001,P,Y,S133,B,0.0,40000.0,3.0,16.4,1100.0,7,0.75
17550,APPS50022182819,Female,08/06/89,16/08/16,C10004,A,COM0008500,A,4.0,1730.0,B002,P,Y,S133,B,230.0,12000.0,3.0,31.5,519.0,2,0.02
17551,APPT10224083906,Female,22/06/88,16/08/16,C10002,A,COM0003918,C,4.0,4000.0,B009,G,N,S133,B,2000.0,0.0,0.0,0.0,0.0,0,0.38
17552,APPU20710034012,Male,30/12/86,16/08/16,C10122,C,COM0000046,A,1.0,4000.0,B003,G,Y,S133,B,0.0,50000.0,2.0,20.0,2545.0,7,28.82
17553,APPW30436995245,Male,31/07/62,16/08/16,C10048,C,COM0001825,A,4.0,3365.1,B034,G,Y,S161,B,1000.0,26000.0,2.0,19.2,1072.5,7,2.60
17555,APPY40760283447,Female,03/03/92,16/08/16,C10003,A,COM0000975,B,4.0,1500.0,B001,P,N,S133,B,0.0,0.0,0.0,0.0,0.0,2,0.00
17556,APPZ40568493548,Male,02/01/80,16/08/16,C10068,C,COM0055497,A,4.0,3800.0,B003,G,Y,S143,B,1500.0,38000.0,4.0,17.2,783.8,7,1.44
17557,APPB50337281714,Female,15/02/91,16/08/16,C10007,A,COM0010812,A,4.0,350.0,B004,P,N,S122,B,300.0,0.0,0.0,0.0,0.0,0,0.00
17558,APPC30292403824,Male,30/09/89,16/08/16,C10006,A,COM0000004,B,2.0,5000.0,B001,P,Y,S133,B,750.0,20000.0,2.0,14.3,825.0,10,8.06
17559,APPD90334077933,Male,26/09/85,16/08/16,C10004,A,COM0000365,C,4.0,2800.0,B001,P,Y,S133,C,0.0,42000.0,4.0,18.8,866.2,7,0.47
17560,APPE30131761047,Male,30/09/91,16/08/16,C10005,A,COM0055143,A,4.0,2100.0,B003,G,Y,S133,C,0.0,35000.0,4.0,25.4,721.9,2,0.14
17561,APPH40015527346,Male,01/02/87,17/08/16,C10018,C,COM0011118,A,4.0,5870.0,B002,P,Y,S133,C,0.0,99000.0,4.0,15.3,2041.9,4,2.00
17562,APPI80250256412,Female,16/02/86,17/08/16,C10003,A,COM0000584,B,4.0,6000.0,B002,P,N,S143,B,2500.0,0.0,0.0,0.0,0.0,0,6.43
17563,APPK60610237608,Male,13/03/81,17/08/16,C10005,A,COM0033963,A,4.0,4200.0,B005,P,Y,S143,B,0.0,20000.0,1.0,16.0,1650.0,10,0.50
17564,APPL10333239718,Male,05/07/82,17/08/16,C10007,A,COM0000483,B,4.0,2200.0,B004,P,Y,S133,B,0.0,20000.0,4.0,20.0,609.0,2,0.38
17565,APPM80805615821,Male,02/05/84,17/08/16,C10004,A,COM0006168,A,4.0,4000.0,B003,G,Y,S133,B,0.0,100000.0,5.0,17.5,1650.0,10,0.06
17566,APPO60630928048,Female,23/09/92,17/08/16,C10003,A,COM0000453,B,4.0,1300.0,B001,P,N,S133,C,0.0,0.0,0.0,0.0,0.0,0,0.00
17567,APPP30143709102,Male,24/06/87,17/08/16,C10007,A,COM0000011,A,1.0,5000.0,B003,G,Y,S133,B,1800.0,33000.0,3.0,14.8,907.5,10,5.95
17568,APPQ60998009246,Male,23/07/70,17/08/16,C10004,A,COM0002123,A,4.0,1720.0,B020,G,Y,S157,B,0.0,10000.0,4.0,31.5,369.0,0,0.01
17570,APPS20889079421,Female,16/04/95,17/08/16,C10003,A,COM0000453,B,4.0,1250.0,B001,P,N,S133,C,0.0,0.0,0.0,0.0,0.0,0,0.00
17571,APPT60070676534,Male,17/08/89,17/08/16,C10011,B,COM0014511,A,4.0,1250.0,B001,P,Y,S133,C,0.0,19000.0,4.0,20.0,578.0,2,0.02
17572,APPV50670469734,Male,13/10/91,17/08/16,C10005,A,COM0000002,C,1.0,2000.0,B004,P,Y,S159,C,0.0,34000.0,4.0,16.1,701.2,4,0.75
17573,APPW70353267814,Female,07/05/95,17/08/16,C10003,A,COM0000090,C,3.0,1500.0,B002,P,N,S133,C,0.0,0.0,0.0,0.0,0.0,0,0.00
17574,APPX20737516946,Male,31/08/87,17/08/16,C10047,B,COM0000015,C,3.0,1734.5,B003,G,Y,S159,C,0.0,40000.0,5.0,18.4,1024.0,2,0.01
17575,APPZ50818355112,Female,08/08/80,17/08/16,C10363,C,COM0043823,A,4.0,4800.0,B018,G,Y,S133,B,1500.0,20000.0,2.0,15.6,825.0,7,7.78
17576,APPC50208905421,Male,11/03/62,17/08/16,C10073,C,COM0022601,A,4.0,4408.1,B003,G,Y,S133,B,0.1,15000.0,3.0,15.6,412.5,7,5.83
17577,APPD40425756545,Female,03/05/88,17/08/16,C10005,A,COM0007576,A,4.0,10000.0,B001,P,Y,S133,B,400.0,10000.0,3.0,15.2,348.0,10,1.09
17578,APPE40320488607,Female,28/08/93,17/08/16,C10005,A,COM0026701,A,4.0,800.0,B019,G,N,S159,C,0.0,0.0,0.0,0.0,0.0,0,0.00
17579,APPF40719723743,Male,17/02/86,17/08/16,C10001,A,COM0001251,A,4.0,6200.0,B002,P,Y,S122,B,700.0,20000.0,2.0,14.2,963.0,10,17.69
17581,APPH80795497921,Female,12/04/87,17/08/16,C10001,A,COM0000931,B,4.0,1650.0,B002,P,N,S159,C,0.0,0.0,0.0,0.0,0.0,0,0.00
17582,APPI70251712043,Male,22/10/90,17/08/16,C10005,A,COM0039468,A,4.0,4150.0,B003,G,Y,S137,B,0.0,30000.0,2.0,14.8,1452.0,10,1.87
17583,APPJ40723403121,Male,02/11/89,17/08/16,C10001,A,COM0000421,B,4.0,10000.0,B002,P,Y,S122,B,0.0,150000.0,4.0,14.8,3093.8,10,2.02
17584,APPK80713118237,Male,13/03/80,17/08/16,C10015,C,COM0041314,A,4.0,1600.0,B003,G,Y,S159,C,0.0,24000.0,4.0,20.0,730.0,2,0.02
17585,APPM40647442414,Male,14/01/89,17/08/16,C10004,A,COM0023606,A,4.0,1450.0,B002,P,Y,S133,B,450.0,9000.0,3.0,31.5,389.0,2,0.07
17586,APPN90471828509,Male,16/08/83,17/08/16,C10004,A,COM0007763,B,4.0,1472.0,B002,P,Y,S159,B,0.0,10000.0,4.0,31.5,369.0,2,0.01
17587,APPP80368199743,Male,16/04/89,17/08/16,C10004,A,COM0010908,A,4.0,1900.0,B002,P,Y,S133,C,0.0,32000.0,4.0,18.4,947.0,2,0.24
17588,APPQ40925884805,Female,14/08/91,17/08/16,C10002,A,COM0003756,A,4.0,1000.0,B022,G,N,S133,B,0.0,0.0,0.0,0.0,0.0,0,0.00
17589,APPR80671557913,Female,14/08/91,17/08/16,C10002,A,COM0003756,A,4.0,1000.0,B003,G,N,S133,B,500.0,0.0,0.0,0.0,0.0,0,0.00
17590,APPT30027044126,Male,17/11/75,17/08/16,C10003,A,COM0027400,B,4.0,2600.0,B037,G,Y,S133,C,0.0,39000.0,4.0,18.2,1151.0,4,1.86
17591,APPU50513469232,Male,25/07/94,17/08/16,C10002,A,COM0001418,A,4.0,1500.0,B001,P,Y,S122,B,200.0,7000.0,3.0,20.0,260.0,2,0.01
17592,APPV30718274315,Female,28/04/93,17/08/16,C10364,C,COM0000360,B,4.0,1000.0,B034,G,N,S133,B,0.0,0.0,0.0,0.0,0.0,0,0.00
17593,APPX20032887527,Male,05/02/93,17/08/16,C10002,A,COM0006366,B,4.0,1450.0,B009,G,Y,S133,C,0.0,23000.0,4.0,31.5,848.0,2,0.02
17594,APPY90630172627,Female,07/05/82,17/08/16,C10003,A,COM0011540,C,4.0,1580.0,B003,G,N,S133,B,0.0,0.0,0.0,0.0,0.0,0,0.00
17596,APPA40040959807,Male,02/06/74,17/08/16,C10003,A,COM0000121,A,2.0,2800.0,B003,G,Y,S133,C,0.0,47000.0,4.0,17.8,969.4,4,0.39
17598,APPF40213629326,Female,09/06/88,17/08/16,C10001,A,COM0024471,A,4.0,3000.0,B002,P,Y,S133,B,0.0,20000.0,2.0,18.0,825.0,7,0.50
17599,APPG60846384419,Female,14/06/90,17/08/16,C10004,A,COM0000029,B,3.0,2400.0,B001,P,Y,S133,B,0.0,30000.0,5.0,16.8,742.0,4,0.89
17600,APPH60449642538,Female,31/07/90,17/08/16,C10085,C,COM0051086,A,4.0,1832.0,B014,P,N,S133,B,180.0,0.0,0.0,0.0,0.0,2,0.22
17603,APPL30335629904,Female,05/02/82,17/08/16,C10307,C,COM0003909,B,4.0,3200.0,B004,P,N,S122,B,1450.0,0.0,0.0,0.0,0.0,0,1.15
17604,APPM20821797012,Male,02/07/87,17/08/16,C10001,A,COM0009296,A,4.0,4000.0,B001,P,Y,S133,C,0.0,69000.0,4.0,15.7,1423.1,7,3.97
17605,APPN70571744149,Male,20/05/66,17/08/16,C10086,C,COM0049373,A,4.0,2624.5,B013,G,Y,S133,B,300.0,10000.0,5.0,20.0,265.0,7,1.22
17606,APPO90882743225,Male,18/06/88,17/08/16,C10004,A,COM0004814,A,4.0,5000.0,B004,P,Y,S127,B,0.0,50000.0,5.0,16.1,825.0,10,8.01
17607,APPP10329064349,Male,10/02/80,17/08/16,C10001,A,COM0019991,C,4.0,3750.0,B002,P,Y,S133,B,0.0,20000.0,4.0,15.5,562.0,7,5.38
17608,APPQ60912752444,Male,04/08/83,17/08/16,C10004,A,COM0052853,B,4.0,2700.0,B006,P,Y,S133,B,1000.0,23000.0,3.0,18.1,632.5,7,0.89
17609,APPS40225047604,Male,11/01/82,17/08/16,C10001,A,COM0000005,A,1.0,10000.0,B001,P,Y,S122,B,0.0,100000.0,5.0,14.6,1650.0,10,0.33
17610,APPT50642572715,Male,07/08/92,17/08/16,C10011,B,COM0046100,A,4.0,1430.8,B004,P,Y,S133,C,0.0,21000.0,4.0,33.7,433.1,2,0.01
17611,APPU40928424818,Male,11/01/90,17/08/16,C10001,A,COM0001164,A,4.0,11000.0,B002,P,Y,S122,B,0.0,100000.0,4.0,14.9,2062.5,10,8.40
17612,APPX10348439112,Male,03/04/87,17/08/16,C10001,A,COM0005615,C,4.0,2500.0,B004,P,Y,S133,B,0.0,30000.0,5.0,16.8,742.0,7,1.19
17613,APPY80620514229,Male,27/12/81,17/08/16,C10009,B,COM0044215,A,4.0,3150.0,B001,P,Y,S134,B,0.0,9000.0,3.0,15.2,313.0,7,3.53
17614,APPA10812869442,Female,12/10/87,17/08/16,C10004,A,COM0008103,A,4.0,2280.0,B003,G,N,S133,B,600.0,0.0,0.0,0.0,0.0,4,0.91
17615,APPD10536423734,Male,02/10/87,17/08/16,C10003,A,COM0000021,A,1.0,2900.0,B002,P,Y,S143,C,0.0,48000.0,4.0,15.5,1348.0,7,0.79
17616,APPE70287096823,Female,19/01/92,17/08/16,C10038,C,COM0006796,C,4.0,1350.0,B002,P,N,S133,B,0.0,0.0,0.0,0.0,0.0,2,0.00
17617,APPF60509401934,Male,03/04/75,17/08/16,C10003,A,COM0018153,A,4.0,1760.0,B001,P,Y,S151,B,350.0,10000.0,4.0,20.0,304.0,2,0.06
17618,APPG60852772018,Male,26/08/81,17/08/16,C10064,C,COM0055648,A,4.0,2400.0,B003,G,Y,S133,B,0.0,38000.0,3.0,23.8,1045.0,2,0.16
17620,APPJ40878501304,Male,31/01/71,17/08/16,C10001,A,COM0005709,A,4.0,2700.0,B004,P,Y,S133,B,0.0,50000.0,4.0,15.4,1400.0,7,1.07
17621,APPK20224297424,Female,23/12/78,17/08/16,C10076,C,COM0034970,A,4.0,3500.0,B003,G,N,S133,B,1000.0,0.0,0.0,0.0,0.0,7,0.59
17622,APPL80333347515,Male,23/04/84,17/08/16,C10004,A,COM0049787,A,4.0,2250.0,B001,P,Y,S127,B,250.0,36000.0,4.0,25.5,742.5,4,0.09
17624,APPO70842052805,Male,04/01/84,17/08/16,C10001,A,COM0017607,B,4.0,6500.0,B001,P,Y,S133,B,0.0,22000.0,1.0,17.8,2014.0,10,0.84
17626,APPQ50092545017,Female,20/03/90,17/08/16,C10005,A,COM0000580,A,4.0,25000.0,B002,P,Y,S133,B,0.0,20000.0,5.0,14.8,474.0,10,0.20
17627,APPR10580373128,Male,17/02/87,17/08/16,C10014,B,COM0042468,C,4.0,2500.0,B006,P,Y,S133,B,0.0,30000.0,4.0,15.2,839.0,7,1.99
17628,APPS40626462231,Female,19/02/79,17/08/16,C10003,A,COM0000146,B,4.0,14000.0,B001,P,N,S143,B,11000.0,0.0,0.0,0.0,0.0,0,1.28
17629,APPU90446255424,Male,29/06/65,17/08/16,C10001,A,COM0018733,A,4.0,3000.0,B003,G,Y,S133,B,0.0,30000.0,4.0,17.9,618.8,7,1.23
17630,APPV80516481541,Female,06/07/67,17/08/16,C10030,B,COM0002447,A,4.0,2100.0,B001,P,N,S151,B,1500.0,0.0,0.0,0.0,0.0,0,0.13
17631,APPW70927204615,Male,31/08/79,17/08/16,C10001,A,COM0033488,C,4.0,10000.0,B003,G,Y,S134,B,500.0,10000.0,3.0,13.5,339.0,10,0.85
17632,APPX70577627748,Male,10/08/90,17/08/16,C10010,A,COM0052361,B,4.0,1650.0,B001,P,Y,S151,B,52.7,20000.0,5.0,18.4,512.0,2,0.01
17633,APPZ10315658913,Male,07/09/88,17/08/16,C10001,A,COM0000198,C,4.0,2127.0,B002,P,Y,S143,B,0.0,20000.0,5.0,18.2,511.0,4,1.29
17634,APPA10700153024,Male,30/04/89,17/08/16,C10002,A,COM0001491,B,4.0,2200.0,B004,P,Y,S133,C,0.0,33000.0,4.0,20.0,1004.0,4,0.24
17635,APPC80621328216,Female,14/03/91,17/08/16,C10007,A,COM0044946,A,4.0,936.6,B004,P,N,S133,B,0.0,0.0,0.0,0.0,0.0,0,0.00
17636,APPD60786706342,Female,13/02/88,17/08/16,C10001,A,COM0000256,C,4.0,9400.0,B001,P,N,S143,B,0.0,0.0,0.0,0.0,0.0,10,5.11
17637,APPE30249759416,Male,17/04/88,17/08/16,C10004,A,COM0007881,B,4.0,4068.8,B014,P,Y,S133,B,745.0,50000.0,5.0,15.2,1196.0,10,5.97
17639,APPH50089163727,Male,03/01/90,17/08/16,C10006,A,COM0003349,B,4.0,2600.0,B002,P,Y,S133,B,0.0,28000.0,4.0,27.0,960.0,7,0.68
17640,APPK90345167028,Male,07/02/82,17/08/16,C10015,C,COM0014241,C,4.0,3256.8,B004,P,Y,S133,B,0.0,20000.0,4.0,15.6,412.5,7,1.64
17641,APPL40955584137,Female,03/03/87,17/08/16,C10370,C,COM0053564,C,4.0,4500.0,B003,G,N,S143,B,3500.0,0.0,0.0,0.0,0.0,0,0.25
17642,APPM80586528226,Female,17/07/84,17/08/16,C10007,A,COM0006441,B,4.0,1740.0,B014,P,N,S159,B,0.0,0.0,0.0,0.0,0.0,2,0.03
17643,APPN10196336337,Female,13/06/97,17/08/16,C10007,A,COM0004688,C,4.0,900.0,B001,P,N,S133,C,0.0,0.0,0.0,0.0,0.0,0,0.00
17644,APPO40472175405,Female,26/04/89,17/08/16,C10002,A,COM0000004,B,2.0,2000.0,B005,P,Y,S133,B,0.0,20000.0,5.0,14.5,471.0,4,0.35
17645,APPP70933595505,Female,01/04/89,17/08/16,C10003,A,COM0013712,A,4.0,2000.0,B003,G,Y,S137,B,102.8,10000.0,2.0,20.0,509.0,4,0.05
17646,APPQ80882803644,Male,08/12/82,17/08/16,C10003,A,COM0023681,C,4.0,5200.0,B003,G,Y,S137,B,0.0,50000.0,5.0,24.0,1438.0,10,0.05
17647,APPS90051595848,Female,14/04/91,17/08/16,C10151,C,COM0001505,B,4.0,800.0,B004,P,N,S151,B,400.0,0.0,0.0,0.0,0.0,0,0.00
17648,APPU50159442023,Male,13/08/92,17/08/16,C10002,A,COM0000268,B,4.0,1750.0,B001,P,Y,S133,C,0.0,28000.0,4.0,18.4,828.0,2,0.30
17649,APPV80955735119,Male,16/10/87,17/08/16,C10112,C,COM0037273,A,4.0,1800.0,B001,P,Y,S122,B,0.0,10000.0,2.0,24.0,412.5,2,0.01
17650,APPW80088668221,Male,25/10/76,17/08/16,C10001,A,COM0047078,A,4.0,4500.0,B002,P,Y,S122,B,950.0,50000.0,5.0,16.1,825.0,10,3.19
17651,APPY90495003433,Male,02/08/85,17/08/16,C10001,A,COM0045772,A,4.0,2568.0,B013,G,Y,S134,B,0.0,50000.0,5.0,20.0,1325.0,7,0.43
17652,APPZ30041609517,Female,14/05/87,17/08/16,C10021,B,COM0028467,C,4.0,4000.0,B001,P,Y,S133,B,438.0,25000.0,1.0,16.6,2062.5,7,1.26
17653,APPA20079229611,Female,11/04/82,17/08/16,C10003,A,COM0017417,B,4.0,3000.0,B004,P,N,S133,B,1300.0,0.0,0.0,0.0,0.0,0,0.90
17654,APPB40863344748,Male,21/05/87,17/08/16,C10004,A,COM0003227,B,4.0,1800.0,B018,G,Y,S134,B,0.0,10000.0,3.0,22.5,275.0,2,0.01
17655,APPC10113978806,Male,24/02/68,17/08/16,C10015,C,COM0039475,A,4.0,2571.6,B003,G,Y,S159,B,300.0,10000.0,5.0,15.2,239.0,7,1.68
17656,APPD90615653939,Male,07/09/88,17/08/16,C10001,A,COM0004716,A,4.0,2945.0,B026,P,Y,S143,B,0.0,20000.0,2.0,16.8,986.0,7,1.12
17657,APPE40643894045,Female,15/10/74,17/08/16,C10006,A,COM0000591,B,4.0,21500.0,B001,P,N,S134,B,4000.0,0.0,0.0,0.0,0.0,10,3.44
17658,APPF70947865132,Female,01/11/88,17/08/16,C10001,A,COM0004154,A,4.0,1000.0,B002,P,N,S133,B,400.0,0.0,0.0,0.0,0.0,0,0.00
17659,APPG90084091211,Male,22/09/84,17/08/16,C10003,A,COM0009165,C,4.0,2700.0,B004,P,Y,S133,B,0.0,20000.0,5.0,18.5,513.0,7,1.55
17660,APPL50505909719,Female,30/11/79,17/08/16,C10005,A,COM0025148,A,4.0,8000.0,B005,P,N,S133,B,3500.0,0.0,0.0,0.0,0.0,0,3.09
17661,APPM70781849849,Female,10/06/86,17/08/16,C10001,A,COM0028482,A,4.0,1700.0,B002,P,N,S143,B,0.0,0.0,0.0,0.0,0.0,0,0.00
17662,APPN70978843947,Female,03/01/81,17/08/16,C10071,B,COM0004883,A,4.0,10.0,B008,G,N,S133,C,0.0,0.0,0.0,0.0,0.0,0,0.00
17663,APPO40901329029,Female,01/08/88,17/08/16,C10014,B,COM0005280,A,4.0,2830.0,B003,G,N,S127,B,465.8,0.0,0.0,0.0,0.0,7,0.61
17664,APPQ90003115237,Male,07/09/81,17/08/16,C10003,A,COM0004415,B,4.0,5000.0,B023,G,Y,S133,B,0.0,100000.0,5.0,15.7,1650.0,10,0.77
17665,APPR20706149337,Male,29/01/84,17/08/16,C10002,A,COM0000279,B,4.0,7500.0,B001,P,Y,S133,B,1500.0,8000.0,3.0,13.5,271.0,10,18.46
17667,APPT50083243543,Male,23/02/84,17/08/16,C10004,A,COM0010816,B,4.0,5400.0,B004,P,Y,S137,B,400.0,50000.0,4.0,22.0,1575.0,10,0.04
17668,APPW50540398813,Male,05/07/84,17/08/16,C10002,A,COM0000706,B,4.0,3500.0,B011,P,Y,S127,C,0.0,60000.0,4.0,15.7,1237.5,4,4.79
17669,APPX50035476938,Female,12/09/81,17/08/16,C10003,A,COM0013426,B,4.0,2500.0,B001,P,N,S133,B,1500.0,0.0,0.0,0.0,0.0,0,0.16
17670,APPY10453823041,Male,15/01/89,17/08/16,C10001,A,COM0007819,B,4.0,3230.0,B004,P,Y,S127,C,0.0,49000.0,4.0,20.0,1491.0,7,1.35
17671,APPZ70580337128,Male,19/02/82,17/08/16,C10003,A,COM0000160,C,4.0,2000.0,B001,P,Y,S143,C,0.0,34000.0,4.0,20.0,701.2,4,0.62
17672,APPA80017729216,Male,05/10/88,17/08/16,C10004,A,COM0000006,C,1.0,3450.0,B004,P,Y,S133,B,0.0,30000.0,4.0,13.0,805.0,10,2.46
17673,APPC60222111442,Male,22/06/88,17/08/16,C10008,A,COM0037284,B,4.0,2300.0,B049,G,Y,S127,C,0.0,39000.0,4.0,20.0,1187.0,2,1.72
17674,APPD70759184506,Male,01/07/83,17/08/16,C10010,A,COM0002643,C,4.0,2400.0,B004,P,Y,S127,C,0.0,40000.0,4.0,18.2,1180.0,4,2.09
17675,APPE50296629622,Male,02/07/86,17/08/16,C10092,C,COM0000351,A,4.0,3800.0,B003,G,Y,S122,B,0.0,50000.0,4.0,16.6,1031.2,7,1.87
17676,APPF10285281737,Male,25/07/77,17/08/16,C10004,A,COM0050009,A,4.0,1500.0,B022,G,Y,S133,C,0.0,24000.0,4.0,31.5,885.0,2,0.02
17677,APPG40389291848,Male,11/12/68,17/08/16,C10001,A,COM0021127,A,4.0,3800.0,B004,P,Y,S133,B,1000.0,20000.0,3.0,16.6,550.0,7,2.62
17678,APPH50384561901,Male,19/09/80,17/08/16,C10003,A,COM0010979,B,4.0,5500.0,B007,G,Y,S137,B,0.0,50000.0,4.0,15.2,1398.0,10,1.74
17679,APPI40071071008,Male,27/01/84,17/08/16,C10001,A,COM0037936,A,4.0,3950.0,B001,P,Y,S137,B,0.0,100000.0,5.0,17.6,1650.0,7,0.06
17680,APPK50579922232,Male,18/08/80,17/08/16,C10003,A,COM0054301,C,4.0,3730.0,B001,P,Y,S133,C,0.0,57000.0,4.0,23.5,1843.0,4,1.67
17682,APPM50153431423,Male,20/11/83,17/08/16,C10004,A,COM0000004,B,2.0,7660.0,B005,P,Y,S134,B,0.0,80000.0,5.0,13.0,1820.0,10,9.51
17683,APPN60697791538,Male,06/02/91,17/08/16,C10001,A,COM0007093,B,4.0,3300.0,B001,P,Y,S133,B,0.0,20000.0,2.0,18.2,1001.0,7,0.39
17684,APPO70086724601,Female,12/01/83,17/08/16,C10027,A,COM0056174,C,4.0,6175.0,B002,P,N,S122,B,1226.3,0.0,0.0,0.0,0.0,7,10.10
17685,APPP60913788732,Male,16/11/90,17/08/16,C10008,A,COM0003331,B,4.0,3000.0,B002,P,Y,S127,B,0.0,50000.0,5.0,16.8,1236.0,7,1.28
17686,APPQ20792486816,Female,04/02/85,17/08/16,C10044,C,COM0000119,C,1.0,1400.0,B002,P,N,S127,B,0.0,0.0,0.0,0.0,0.0,0,0.00
17687,APPR90924878929,Female,06/07/90,17/08/16,C10003,A,COM0007684,A,4.0,1500.0,B004,P,N,S133,B,0.0,0.0,0.0,0.0,0.0,0,0.00
17688,APPS90429348011,Male,05/05/83,17/08/16,C10003,A,COM0008616,A,4.0,2412.0,B013,G,Y,S133,B,0.0,30000.0,3.0,21.3,825.0,4,0.54
17689,APPT10700526139,Male,14/06/86,17/08/16,C10001,A,COM0000037,A,1.0,6000.4,B002,P,Y,S143,B,0.0,50000.0,5.0,14.3,825.0,10,3.24
17690,APPU30034753244,Male,22/07/82,17/08/16,C10003,A,COM0000827,A,4.0,1900.0,B038,P,Y,S133,C,0.0,32000.0,4.0,26.1,660.0,2,0.07
